,tokenId,priceETH,timestamp
659,6191,20.3,2022-02-07
660,835,4.9,2021-10-04
661,7812,6.7,2021-08-30
662,113,6,2021-08-29
663,2163,12.3,2021-11-20
664,685,5.3,2021-09-21
665,428,12.5,2021-08-30
666,12710,6.4,2021-12-02
667,2400,10,2021-12-22
668,5823,3.32241,2021-10-09
669,5055,5,2021-08-29
670,3680,4.25,2021-08-29
671,17766,5.7,2021-09-01
672,7500,4.44,2021-10-28
673,2092,4,2021-10-15
674,12332,11.25,2021-12-31
675,4847,4.35,2021-11-02
676,3991,3.55,2021-10-22
677,4823,4.8,2021-08-29
678,9911,5.29,2021-08-29
679,2719,6.49,2021-11-13
680,2794,11.25,2021-12-30
681,8197,25,2022-01-30
682,28040,4.3,2021-09-04
683,8611,5.2,2021-11-13
684,20828,21.5,2022-02-06
685,2320,40,2021-08-30
686,7523,3.87,2021-11-06
687,4955,7,2021-08-31
688,6298,4.2,2021-10-03
689,7693,16.6499,2022-01-17
690,4295,17.9,2022-01-24
691,8523,7.2,2021-08-31
692,11151,9.85,2021-11-16
693,9462,3.99,2021-10-23
694,1282,5.22,2021-08-29
695,23224,5.8,2021-11-14
696,25189,21.95,2022-01-02
697,7252,5.25,2021-08-29
698,26163,20,2022-02-10
699,24532,4.8888,2021-09-21
700,8073,5.7654,2021-08-29
701,4563,4.84,2021-11-13
702,5656,12.88,2021-08-31
703,5822,6.4269,2021-08-29
704,8818,4.8,2021-09-28
705,5312,5.4,2021-08-29
706,1772,4.749,2021-09-24
707,9601,7.39,2021-11-14
708,20432,17,2022-01-25
709,4865,5.9898,2021-08-29
710,14793,6.5,2021-11-11
711,4781,19.99,2022-01-26
712,1521,6,2021-12-02
713,1028,15.9,2021-08-30
714,1752,25.9,2022-02-02
715,16056,3.0704000000000002,2021-09-13
716,23212,14.79,2022-01-01
717,8079,8.5,2021-08-30
718,1415,7.8236,2021-12-03
719,1108,0.09,2021-10-10
720,19986,4.3,2021-10-08
721,10392,13.51,2022-01-08
722,8479,12.88,2021-08-30
723,4456,18,2022-01-25
724,3754,4.11111,2021-09-27
725,21536,6.9,2021-11-15
726,5098,8,2021-08-29
727,8238,7.5,2021-08-30
728,5845,17.5,2022-01-25
729,647,5.8,2021-08-29
730,19320,13.7,2022-01-03
731,3119,5.4,2021-11-13
732,8241,8.88,2021-08-31
733,19020,10,2021-08-31
734,6962,7.299,2021-08-30
735,2816,4,2021-09-20
736,7589,8,2021-08-30
737,17078,10,2021-12-27
738,3520,4.769,2021-08-29
739,19860,11.5,2021-12-27
740,7803,7,2021-11-18
741,26702,4.88,2021-09-08
742,1136,7.299,2021-12-21
743,150,6,2021-08-29
744,9208,6.4269,2021-10-27
745,839,5.5,2021-10-10
746,3058,21.3,2022-02-03
747,1987,6.49,2021-11-14
748,243,6.9,2021-08-29
749,437,8,2021-08-31
750,2571,18.5,2021-12-27
751,29868,6.68,2021-12-17
752,10370,8.869,2021-09-12
753,6106,5,2021-08-29
754,806,4.95,2021-08-29
755,21558,15.197743749999999,2022-01-18
756,3471,6,2021-11-13
757,7201,10.08,2021-12-23
758,8924,7.59,2021-11-17
759,12216,14,2022-01-09
760,5992,5.5,2021-08-29
761,19452,22.89,2022-02-09
762,22410,7.49,2021-11-19
763,1772,6,2021-08-31
764,7221,6.4,2021-09-03
765,4063,17.99,2022-01-25
766,3972,5,2021-08-29
767,2436,11,2021-12-30
768,26682,7.32,2021-08-30
769,5208,4.45,2021-09-27
770,5139,4.2,2021-08-29
771,1144,20,2022-02-10
772,13142,24,2022-02-15
773,21715,20.69,2021-12-30
774,1627,8,2021-08-29
775,7259,12,2021-08-29
776,28636,4.99,2021-08-29
777,5295,4.49,2021-10-06
778,7062,6,2021-08-31
779,14443,29,2022-02-11
780,21520,5.5,2021-11-13
781,3431,3.35,2021-10-21
782,6240,4.9,2021-09-21
783,104,5.9,2021-08-29
784,3550,9.25,2021-12-04
785,3859,15,2021-12-25
786,17306,4.49,2021-10-04
787,22822,4.88,2021-09-23
788,18330,4.25,2021-10-14
789,8467,8.88,2021-08-30
790,6396,5.7135,2021-11-15
791,2089,10.5,2021-08-29
792,3297,5,2021-08-29
793,1234,2.8792,2021-09-12
794,4510,4.12,2021-10-01
795,2660,4.2,2021-10-29
796,2775,5.99,2021-08-29
797,3355,4.92,2021-09-20
798,9902,6.99,2021-08-30
799,8933,19.99,2022-01-01
800,4885,14.051,2022-01-16
801,4487,7.95,2021-08-30
802,5561,7.95,2021-08-29
803,2079,7.5,2021-08-29
804,15550,6.15,2021-08-29
805,5815,30,2022-01-29
806,1000,22,2022-02-03
807,13767,6.125,2021-09-04
808,1922,6.125,2021-09-04
809,7165,4.69,2021-08-29
